Entry	Gene Names	Protein names	Subcellular location [CC]
Q6IPX1	TBC1D3C TBC1D3D	TBC1 domain family member 3C	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Note=Associated with lipid rafts. {ECO:0000250}.
Q8IXE1	OR4N5	Olfactory receptor 4N5 (Olfactory receptor OR14-33)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8N0Y3	OR4N4	Olfactory receptor 4N4 (Olfactory receptor OR15-1) (Olfactory receptor OR15-5)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NG77	OR2T12	Olfactory receptor 2T12 (Olfactory receptor OR1-57)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGB6	OR4M2	Olfactory receptor 4M2 (Olfactory receptor OR15-3)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGC0	OR5AU1	Olfactory receptor 5AU1 (Olfactory receptor OR14-38)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGC1	OR11G2	Olfactory receptor 11G2 (Olfactory receptor OR14-34)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGC2	OR4E2	Olfactory receptor 4E2 (Olfactory receptor OR14-42)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q7TQQ0}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q7TQQ0}.
Q8NGD1	OR4N2	Olfactory receptor 4N2 (Olfactory receptor OR14-13) (Olfactory receptor OR14-8)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGE0	OR10AD1 OR10AD1P	Olfactory receptor 10AD1 (Olfactory receptor OR12-1)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGG4	OR8H1	Olfactory receptor 8H1 (Olfactory receptor OR11-180)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGG7	OR8A1	Olfactory receptor 8A1 (OST025) (Olfactory receptor OR11-318)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGH9	OR52E4	Olfactory receptor 52E4 (Olfactory receptor OR11-55)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGI4	OR4D11 OR4D11P	Olfactory receptor 4D11	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGI7	OR10V1	Olfactory receptor 10V1 (Olfactory receptor OR11-256)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGI9	OR5A2	Olfactory receptor 5A2 (Olfactory receptor OR11-248)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGJ4	OR52E2	Olfactory receptor 52E2	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGJ7	OR51A2	Olfactory receptor 51A2	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGK0	OR51G2	Olfactory receptor 51G2 (Olfactory receptor OR11-28)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGK4	OR52K1	Olfactory receptor 52K1 (Olfactory receptor OR11-8)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGL7	OR4P4 OR4P3P	Olfactory receptor 4P4 (Olfactory receptor 4P3)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGN2	OR10S1	Olfactory receptor 10S1 (Olfactory receptor OR11-279)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGR5	OR1L4 OR1L5	Olfactory receptor 1L4 (OST046) (Olfactory receptor 1L5) (Olfactory receptor 9-E) (OR9-E) (Olfactory receptor OR9-29)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGS4	OR13F1	Olfactory receptor 13F1 (Olfactory receptor OR9-6)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGS7	OR13C8	Olfactory receptor 13C8	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGT2	OR13J1	Olfactory receptor 13J1 (Olfactory receptor OR9-2)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGU4	OR2I1 OR2I1P OR2I2P OR2I3P OR2I4P	Putative olfactory receptor 2I1 (Putative olfactory receptor 2I2) (Putative olfactory receptor 2I3) (Putative olfactory receptor 2I4)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
Q8NGV5	OR13D1	Olfactory receptor 13D1 (Olfactory receptor OR9-15)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGX9	OR6P1	Olfactory receptor 6P1 (Olfactory receptor OR1-12)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGY5	OR6N1	Olfactory receptor 6N1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGZ2	OR14K1 OR5AY1	Olfactory receptor 14K1 (Olfactory receptor 5AY1) (Olfactory receptor OR1-39)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGZ4	OR2G3	Olfactory receptor 2G3 (Olfactory receptor OR1-33)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGZ5	OR2G2	Olfactory receptor 2G2 (Olfactory receptor OR1-32)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH01	OR2T11	Olfactory receptor 2T11 (Olfactory receptor OR1-65)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH04	OR2T27	Olfactory receptor 2T27 (Olfactory receptor OR1-67)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH07	OR11H2 C14orf15 OR11H2P	Olfactory receptor 11H2 (Olfactory receptor OR14-1)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8NH10	OR8U1	Olfactory receptor 8U1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH18	OR5J2	Olfactory receptor 5J2 (Olfactory receptor OR11-266)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH37	OR4C3	Olfactory receptor 4C3 (Olfactory receptor OR11-98)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH40	OR6S1	Olfactory receptor 6S1 (Olfactory receptor OR14-37)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH42	OR4K13	Olfactory receptor 4K13 (Olfactory receptor OR14-27)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH54	OR56A3 OR56A3P OR56A6	Olfactory receptor 56A3 (Olfactory receptor 56A6)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH60	OR52J3	Olfactory receptor 52J3 (Olfactory receptor OR11-32)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH70	OR4A16	Olfactory receptor 4A16 (Olfactory receptor OR11-117)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NH72	OR4C6	Olfactory receptor 4C6 (Olfactory receptor OR11-138)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8TBR7	TLCD3A FAM57A	TLC domain-containing protein 3A (Protein CT120) (Protein FAM57A)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q96P88	GNRHR2	Putative gonadotropin-releasing hormone II receptor (GnRH II receptor) (GnRH-II-R) (Type II GnRH receptor)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q96R27	OR2M4	Olfactory receptor 2M4 (HTPCRX18) (OST710) (Olfactory receptor OR1-55) (Olfactory receptor TPCR100)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q96R69	OR4F4	Olfactory receptor 4F4 (HS14a-1-A) (Olfactory receptor OR19-3)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q96R84	OR1F2P OR1F2	Putative olfactory receptor 1F2 (OLFmf2)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q96RD3	OR52E6	Olfactory receptor 52E6 (Olfactory receptor OR11-58)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9BXE9	VN1R3 V1RL3 FKSG46	Vomeronasal type-1 receptor 3 (V1r-like receptor 3)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9H344	OR51I2	Olfactory receptor 51I2 (Odorant receptor HOR5'beta12) (Olfactory receptor OR11-38)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9NS67	GPR27 SREB1	Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9NZP0	OR6C3	Olfactory receptor 6C3 (HSA8)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9Y4A9	OR10H1	Olfactory receptor 10H1 (Olfactory receptor OR19-27)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A0A075B6I9	IGLV7-46	Immunoglobulin lambda variable 7-46	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A075B6J1	IGLV5-37	Immunoglobulin lambda variable 5-37	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A075B6R0	TRGV2 TCRGV2	T cell receptor gamma variable 2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}.
A0A075B6S2	IGKV2D-29	Immunoglobulin kappa variable 2D-29	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A075B6S9	IGKV1-37	Probable non-functional immunoglobulinn kappa variable 1-37	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A087WSY6	IGKV3D-15	Immunoglobulin kappa variable 3D-15	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A087WSZ9	TRAV30	T cell receptor alpha variable 30	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A087WV62	TRBV16	T cell receptor beta variable 16	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A087X0K7	TRBV17	Probable non-functional T cell receptor beta variable 17	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0A0MS01	TRGV10	Probable non-functional T cell receptor gamma variable 10	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}.
A0A0A0MS15	IGHV3-49	Immunoglobulin heavy variable 3-49	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0A6YYJ7	TRAV8-3	T cell receptor alpha variable 8-3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J1V1	IGHV3-21	Immunoglobulin heavy variable 3-21	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0B4J1V6	IGHV3-73	Immunoglobulin heavy variable 3-73	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0B4J240	TRAV10	T cell receptor alpha variable 10	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J241	TRAV13-1	T cell receptor alpha variable 13-1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J244	TRAV3	T cell receptor alpha variable 3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J245	TRAV12-1	T cell receptor alpha variable 12-1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J268	TRAV4	T cell receptor alpha variable 4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J273	TRAV34	T cell receptor alpha variable 34	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0B4J279	TRAV21	T cell receptor alpha variable 21	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0C4DH30	IGHV3-16	Probable non-functional immunoglobulin heavy variable 3-16	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0C4DH31	IGHV1-18	Immunoglobulin heavy variable 1-18	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0C4DH38	IGHV5-51	Immunoglobulin heavy variable 5-51	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0C4DH42	IGHV3-66	Immunoglobulin heavy variable 3-66	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0J9YVY3	IGHV7-4-1	Immunoglobulin heavy variable 7-4-1	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0J9YX35	IGHV3-64D	Immunoglobulin heavy variable 3-64D	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0J9YXX1	IGHV5-10-1	Immunoglobulin heavy variable 5-10-1	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
A0A0K0K1B3	TRBV30	T cell receptor beta variable 30	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0K0K1D8	TRBV6-1	T cell receptor beta variable 6-1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0K0K1E9	TRBV7-7	T cell receptor beta variable 7-7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A0K0K1G8	TRBV10-2	T cell receptor beta variable 10-2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A1B0GX31	TRBV7-6	T cell receptor beta variable 7-6	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A1B0GX49	TRBV6-4	T cell receptor beta variable 6-4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A1B0GX51	TRBV7-8	T cell receptor beta variable 7-8	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A1B0GX95	TRBV7-4	T cell receptor beta variable 7-4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A2R8YED5	OR5BS1 OR5BS1P	Olfactory receptor 5BS1 (Olfactory receptor family 5 subfamily BS member 1)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
A0A597	TRBV5-5 TCRBV5S3A2T	T cell receptor beta variable 5-5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0A5B6	TRBV28 TCRBV3S1	T cell receptor beta variable 28	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
A0JD36	TRDV2 hDV102S1	T cell receptor delta variable 2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}.
A1L1A6	IGSF23	Immunoglobulin superfamily member 23	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31560140}; Single-pass membrane protein {ECO:0000255}.
A4D2P6	GRID2IP	Delphilin (Glutamate receptor, ionotropic, delta 2-interacting protein 1)	SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250}.
A6NDL8	OR6C68	Olfactory receptor 6C68	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A6NFC9	OR2W5P OR2W5	Putative olfactory receptor 2W5 pseudogene	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A6NKK0	OR5H1	Olfactory receptor 5H1 (HTPCRX14)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A6NM03	OR2AG2 OR2AG2P	Olfactory receptor 2AG2	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A6NN92	GJE1	Putative gap junction epsilon-1 protein (Connexin-23) (Cx23)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
B3SHH9	TMEM114	Transmembrane protein 114	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255}.
O76000	OR2B3 OR2B3P	Putative olfactory receptor 2B3 (Hs6M1-1) (Olfactory receptor OR6-14) (OR6-4) (Olfactory receptor 6-4)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O95013	OR4F21 OR4F21P	Olfactory receptor 4F21	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O95221	OR5F1	Olfactory receptor 5F1 (Olfactory receptor 11-10) (OR11-10) (Olfactory receptor OR11-167)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P0C7T2	OR2T7 OR2T7P	Olfactory receptor 2T7 (OST723) (olfactory receptor OR1-44)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P0C7T3	OR56A5 OR56A5P	Olfactory receptor 56A5	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P0C7X1	TBC1D3H	TBC1 domain family member 3H	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Note=Associated with lipid rafts. {ECO:0000250}.
P0DN82	OR12D1 OR12D1P	Olfactory receptor 12D1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
P0DP04	IGHV3-43D	Immunoglobulin heavy variable 3-43D	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
P0DPF7	TRBV6-3	T cell receptor beta variable 6-3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20452950}.
P0DQD5	NPY4R2	Neuropeptide Y receptor type 4-2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P50391}; Multi-pass membrane protein {ECO:0000255}.
P0DSN7	IGKV1D-37	Probable non-functional immunoglobulinn kappa variable 1D-37	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
P56749	CLDN12	Claudin-12	SUBCELLULAR LOCATION: Cell junction, tight junction. Cell membrane {ECO:0000269|PubMed:20375010}; Multi-pass membrane protein {ECO:0000255}.
P61570	ERVK-25	Endogenous retrovirus group K member 25 Env polyprotein (Envelope polyprotein) (HERV-K_11q22.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	SUBCELLULAR LOCATION: Virion {ECO:0000250}.; SUBCELLULAR LOCATION: [Transmembrane protein]: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q15615	OR4D1 OR4D3	Olfactory receptor 4D1 (Olfactory receptor 4D3) (Olfactory receptor TPCR16)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q15619	OR1C1	Olfactory receptor 1C1 (Olfactory receptor OR1-42) (Olfactory receptor TPCR27)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q4W5P6	SMIM43 TMEM155	Small integral membrane protein 43 (Nodal enhanced mesendoderm micropeptide) (NEMEP)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:A0A286YD83}; Single-pass membrane protein {ECO:0000255}.
Q52LD8	RFTN2 C2orf11	Raftlin-2 (Raft-linking protein 2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q14699}; Lipid-anchor {ECO:0000250|UniProtKB:Q14699}.
Q5JRS4	OR10J3 OR10J3P	Olfactory receptor 10J3	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6IF00	OR2T2 OR2T2P	Olfactory receptor 2T2 (Olfactory receptor OR1-43)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6NV75	GPR153 PGR1	Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6PP77	XKRX XKR2 XPLAC XRG2	XK-related protein 2 (Membrane protein XPLAC) (X Kell blood group-related, X-linked)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16431037}; Multi-pass membrane protein {ECO:0000269|PubMed:16431037}.
Q6UX68	XKR5 XRG5 UNQ2754/PRO6493	XK-related protein 5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q5GH66}; Multi-pass membrane protein {ECO:0000255}.
Q6UXU4	GSG1L UNQ5831/PRO19651	Germ cell-specific gene 1-like protein (GSG1-like protein)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Synapse {ECO:0000250}.
Q6ZWB6	KCTD8	BTB/POZ domain-containing protein KCTD8	SUBCELLULAR LOCATION: Presynaptic cell membrane {ECO:0000250}. Postsynaptic cell membrane {ECO:0000250}.
Q8N0Y5	OR8I2	Olfactory receptor 8I2 (Olfactory receptor OR11-170)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8N162	OR8H2	Olfactory receptor 8H2 (Olfactory receptor OR11-171)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NDZ6	TMEM161B UNQ679/PRO1313	Transmembrane protein 161B	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q7SY10}; Multi-pass membrane protein {ECO:0000255}.
Q8NG78	OR8G5 OR8G5P OR8G6	Olfactory receptor 8G5 (Olfactory receptor 8G6) (Olfactory receptor OR11-298)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NG81	OR2M7	Olfactory receptor 2M7 (Olfactory receptor OR1-58)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NG83	OR2M3 OR2M3P OR2M6	Olfactory receptor 2M3 (Olfactory receptor 2M6) (Olfactory receptor OR1-54)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NG92	OR13H1	Olfactory receptor 13H1 (Olfactory receptor ORX-1)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NG95	OR7G3	Olfactory receptor 7G3 (OST085) (Olfactory receptor OR19-9)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NG99	OR7G2	Olfactory receptor 7G2 (OST260) (Olfactory receptor 19-13) (OR19-13) (Olfactory receptor OR19-6)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGA2	OR7A2P OR7A2 OR7A7	Putative olfactory receptor 7A2 (Putative olfactory receptor 7A7)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGA5	OR10H4	Olfactory receptor 10H4 (Olfactory receptor OR19-28)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGB2	OR4C5	Olfactory receptor 4C5 (Olfactory receptor OR11-99)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGB9	OR4F6 OR4F12	Olfactory receptor 4F6 (Olfactory receptor 4F12) (Olfactory receptor OR15-15)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGD3	OR4K5	Olfactory receptor 4K5 (Olfactory receptor OR14-16)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
